"Network","UnitCode","SiteCode","StartDate","Year","QAQC","PlotName","CommunityType","ScientificName","CommonName","SpeciesCode","Damage","No.Damage","Subsampled"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F2","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,87,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F2","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F2","Fucus","Carcinus maenas","Green crab","CARMAE",0,1,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F2","Fucus","Littorina littorea","Common periwinkle","LITLIT",4,123,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F2","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,44,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F2","Fucus","Littorina saxatilis","Rough periwinkle","LITSAX",0,2,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F2","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F2","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F2","Fucus","Carcinus maenas","Green crab","CARMAE",0,1,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F2","Fucus","Littorina littorea","Common periwinkle","LITLIT",1,148,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F2","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,37,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F2","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,3,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F2","Fucus","Littorina littorea","Common periwinkle","LITLIT",1,84,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F2","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,41,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F2","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,3,"No"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"F3","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,3,"Yes"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"F3","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,17,"Yes"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"F3","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"Yes"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"F3","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,13,"Yes"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"F3","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,4,"Yes"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"F3","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,24,"Yes"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"F3","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"Yes"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"F3","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,4,"Yes"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"F3","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,41,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"F3","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,59,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"F3","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,3,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"F3","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,3,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"F3","Fucus","Littorina littorea","Common periwinkle","LITLIT",3,23,NA
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"F3","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,25,NA
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"F3","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,5,NA
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"F3","Fucus","Littorina littorea","Common periwinkle","LITLIT",2,46,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"F3","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",1,42,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"F3","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",1,2,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"F3","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,121,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"F3","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,30,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"F3","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"F3","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"F3","Fucus","Littorina littorea","Common periwinkle","LITLIT",7,165,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"F3","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,34,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"F3","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,4,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"F3","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,6,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"F3","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,86,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"F3","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,27,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F3","Fucus","Littorina littorea","Common periwinkle","LITLIT",7,249,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F3","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",1,42,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F3","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F3","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F3","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,165,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F3","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,34,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F3","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F3","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,4,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F3","Fucus","Carcinus maenas","Green crab","CARMAE",0,1,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F3","Fucus","Littorina littorea","Common periwinkle","LITLIT",2,151,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F3","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,16,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F3","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,3,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F3","Fucus","Carcinus maenas","Green crab","CARMAE",0,3,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F3","Fucus","Littorina littorea","Common periwinkle","LITLIT",5,106,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F3","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,26,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F3","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"F4","Fucus","Littorina littorea","Common periwinkle","LITLIT",1,22,"Yes"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"F4","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",2,32,"Yes"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"F4","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"Yes"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"F4","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,2,"Yes"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"F4","Fucus","Littorina littorea","Common periwinkle","LITLIT",1,26,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"F4","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,80,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"F4","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,9,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"F4","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,25,"Yes"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"F4","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,25,"Yes"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"F4","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"Yes"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"F4","Fucus","Littorina littorea","Common periwinkle","LITLIT",2,18,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"F4","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",1,4,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"F4","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,68,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"F4","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,51,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"F4","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"F4","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,12,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"F4","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,124,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"F4","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,41,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"F4","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"F4","Fucus","Littorina littorea","Common periwinkle","LITLIT",4,181,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"F4","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",1,28,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"F4","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"F4","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,3,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"F4","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,102,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"F4","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,31,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"F4","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,4,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F4","Fucus","Carcinus maenas","Green crab","CARMAE",0,3,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F4","Fucus","Littorina littorea","Common periwinkle","LITLIT",2,212,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F4","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,34,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F4","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F4","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F4","Fucus","Littorina littorea","Common periwinkle","LITLIT",17,282,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F4","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",4,33,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F4","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,9,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F4","Fucus","Testudinalia testudinalis","Limpet","TECTES",1,5,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F4","Fucus","Littorina littorea","Common periwinkle","LITLIT",1,130,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F4","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,7,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F4","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F4","Fucus","Carcinus maenas","Green crab","CARMAE",0,2,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F4","Fucus","Littorina littorea","Common periwinkle","LITLIT",11,138,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F4","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",1,21,"No"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,5,"Yes"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,45,"Yes"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",1,0,"Yes"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"F5","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,5,"Yes"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,13,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",1,89,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,11,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"F5","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,13,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,9,"Yes"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,35,"Yes"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"F5","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,1,"Yes"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",5,17,NA
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",4,35,NA
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",1,6,NA
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"F5","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,2,NA
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,61,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",2,49,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",1,10,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"F5","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,4,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,80,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,28,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"F5","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,97,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",2,39,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,3,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"F5","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,10,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",0,70,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,18,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",1,7,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F5","Fucus","Carcinus maenas","Green crab","CARMAE",0,1,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",3,130,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",2,39,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,3,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F5","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",6,134,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,63,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,10,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",1,168,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,11,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,3,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F5","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F5","Fucus","Carcinus maenas","Green crab","CARMAE",0,2,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",8,73,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",3,29,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"R5","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"R5","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,1,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",4,16,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",1,5,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R5","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R5","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,96,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R5","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R5","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,101,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R5","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,3,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R5","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,39,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R5","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R5","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",6,11,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R5","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",2,0,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R5","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",5,45,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R5","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R5","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",2,26,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,5,"No"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,2,"No"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,4,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"R1","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"R1","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,6,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,2,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R1","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R1","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,3,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",9,69,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",1,18,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R1","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,6,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",3,18,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R1","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R1","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,6,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,92,"Yes"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,2,"Yes"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",5,94,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,5,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R1","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,234,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,9,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R1","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,6,"No"
